#Position (bp)	Coverage	Std
7920.0	30.878590820127535	20.915826784734584
23233.0	21.351795496043824	13.290560832263088
37327.5	15.443515893150277	8.607818430278227
50665.5	20.902892873286124	42.27177329540416
63701.5	1531.662212845757	8027.940507006062
76465.5	21.535271013354283	42.37340926855028
89016.5	13.114532816036212	7.470401775237984
101377.5	29.955546558704455	16.51495948041278
113514.5	6.524236833277424	4.911161459052935
125434.0	7.222156945027277	4.510183376702251
137300.5	8.37764427145033	5.97563734385349
148889.0	87.21692050356546	36.28697573234759
159968.0	14.213630891749236	10.059780569661166
170703.0	11.852591134851467	6.759119039369034
181289.5	9.189773376499714	14.190779177817756
187010.5	11.898936170212766	6.112160881251235
192238.5	20.962589323245062	13.014546296377235
202103.5	23.0909535931075	10.01766112246754
212263.5	23.57995250346329	11.08544080418435
222346.5	19.035884691848906	10.4048371531179
232301.5	8.965482233502538	6.166850959883928
242145.0	11.065365456948257	6.706415506499489
251881.0	15.322885313959523	7.122386263912649
261464.5	4.775178346621905	4.545695163966631
270978.0	3.9007898894154818	3.6677149155055386
280379.0	20.33490920812292	16.567345980307234
289584.0	8.37877622761727	5.04926841252302
298647.5	9.406693262411348	15.489679989277144
307521.5	35.77292526364053	16.687216812634066
316214.0	16.016510795520148	8.342283612900854
324845.0	18.26985234275084	9.690603769551188
333443.0	12.577079697498545	7.135797392105181
342014.5	3.901146467009827	3.4804420461612264
350518.5	2.7513002364066192	3.077409490558062
358972.0	3.6553806085000593	3.2492998581069625
367379.5	29.396869024856596	17.364474541414328
373262.0	19.117456579334707	7.31031346493083
377439.0	33.82065765584023	12.281768595054755
384083.0	4.632937222422278	4.079644614430332
392367.5	8.956178684146638	13.452852579828406
400577.5	13.421535076998289	7.4192878576611
408756.0	27.298960244648317	11.830009008865847
416913.0	2.8249170659786214	3.386950521794011
425047.5	52.63345633456335	237.81851303347142
433166.0	51.725545824596026	236.32584866504862
441240.0	17.395846287775154	9.107122713507856
449272.5	62.56505483549352	68.00488223632235
457292.5	29.928268463073852	35.287714638259274
465308.0	3.5757953836556458	3.1901869187273673
473322.5	77.8063389069129	86.813455851012
481331.0	17.00974634512058	8.146693302842941
489307.0	3.2425462322304694	2.8455216274867166
497252.0	41.24467951139655	25.355314100884538
505179.0	41.582838367243774	18.610241381875515
513089.5	9.012013151239252	5.13477930616445
520987.0	38.85381006719919	16.830410297729152
528834.0	3.9356987319072627	3.818761368379228
536627.0	21.614217765779664	13.224752314822558
544401.0	29.30763289998713	12.466404848195173
552166.5	21.797861375934037	12.743647087771038
559244.0	15.874863131550134	15.83740510924691
563117.0	4.839615668883962	3.747282829345046
567661.5	9.689503619441572	5.982231964418606
575393.0	4.290539666105863	3.894343556757845
583117.5	81.93460243460244	31.67529837782949
590837.0	12.123234417519761	7.111598609339186
598549.5	3.9072392319667877	3.7538252415308753
606234.5	4.641868963717045	7.372336420465925
613887.0	32.35287190893628	26.500659739639268
621529.0	20.48658552545478	9.603417356243787
629169.0	8.834795130252651	6.408447756229676
636796.0	25.307550886408404	11.663772895659589
644410.5	20.96769109535067	15.060341810720612
652022.0	22.2557497700092	23.169108663640426
659628.5	19.424513413992635	10.258443616808668
667200.0	21.872396869611354	12.024530571112983
674731.0	10.138242722318225	5.715041916504545
682245.0	61.190672884743506	36.11112835317354
689747.5	25.116933333333332	11.51073701665826
697241.5	14.56383547008547	7.728680698662634
704724.5	33.40184541321209	36.69624962527612
712177.5	10.71580506192784	6.684873495918611
719596.5	15.035897435897436	10.085103457123815
727003.0	12.90544373902472	7.516257313569184
734401.5	11.47376251014336	7.600868008458799
741793.5	301.31650879566985	773.4375358011773
747704.5	35.45374548736462	36.33850455587572
751382.5	49.97948016415869	47.40405747235864
756514.5	12.30108991825613	6.605185395917469
763853.0	13.381899959111353	8.199103392608716
771187.0	13.817760196426136	13.582487701925745
778509.0	12.380144947354028	17.869163034580172
785813.0	19.508293351610693	9.982706087839567
793106.0	5.087093677136195	3.47767533817974
800390.5	81.45575707611981	34.31668384004217
807659.0	370.7240666758507	1513.9247959006834
814905.0	20.715885524678555	11.845776089856743
822133.5	224.8563122923588	240.4288124221937
829342.0	8.47546225497011	7.224296709721325
836527.5	23.574115352465867	11.450196225022943
843683.5	12.013456686291	6.1805831046363675
850815.5	33.5429172510519	26.711321015755328
857945.0	10.411558423341281	12.938382409497189
865066.0	12.125544777168564	6.225968843159307
872168.0	50.45014807502468	39.84751997802849
879258.5	8.108321579689704	3.874530773719847
886340.5	8.283573649985863	6.726102736003011
893407.0	96.09137271568211	138.0209286264763
900464.5	13.356575963718821	7.1913335187416925
907518.5	9.410947249007373	4.883991700351069
914568.0	19.25698878955584	8.42926477291416
921612.0	25.152677176537424	13.952559261869204
928641.5	8.538330008549444	7.24820513154492
934775.5	88.9047619047619	48.281284947591
938284.0	62.20656479909451	34.18239799615297
942670.5	25.490008564087926	11.014802020260394
949675.5	46.412050256996004	21.359995994797675
956675.0	54.636454610436026	62.05113411675185
963667.5	10.843061516452074	8.675265350317899
970647.0	11.325584732386282	6.658554398527211
977605.5	36.506044905008636	29.33556819481443
984551.0	8.699985597004178	7.644258133654442
991493.5	40.97868049553443	34.31687124394493
998423.5	29.30702515177797	13.346100060204819
1005340.0	10.153723788864786	5.394180201233914
1012252.5	8.120984081041968	5.459693115424758
1019158.5	9.015792523906114	10.549485987140399
1026058.5	34.45853870687156	16.31454996150694
1032920.0	5.9679120879120875	7.581218358210756
1039740.5	133.80971244131456	138.84142612340605
1046556.5	17.495451877934272	10.38575224840542
1053366.5	37.64770723104056	37.0605209939543
1060168.5	15.39720588235294	8.971318678072327
1066965.0	26.215368761960843	12.038904744203759
1073757.5	36.07597173144876	12.948235482881104
1080546.5	15.160330091364575	8.983463866875105
1087324.5	12.073559822747415	5.997315992486729
1094080.0	45.805518469069874	27.624020085509216
1100820.0	15.127912153138448	7.924296807487667
