#Position (bp)	insert size	chromosomes
7920.0	162.83835125448027	0.0
23233.0	160.9071190211346	2479.0
37327.5	159.9788314987299	0.0
50665.5	167.01893694856898	0.0
63701.5	147.0489181419277	2479.0
76465.5	172.3	0.0
89016.5	161.04875406283858	0.0
101377.5	158.95558672276763	2479.0
113514.5	161.13436123348018	0.0
125434.0	158.88235294117646	0.0
137300.5	160.8581560283688	2479.0
148889.0	161.28492810225458	0.0
159968.0	157.2422857142857	0.0
170703.0	201.58798882681563	2479.0
181289.5	157.6891729924091	0.0
187010.5	150.95652173913044	0.0
192238.5	156.67813051146385	2479.0
202103.5	156.94356725146199	0.0
212263.5	162.4016393442623	0.0
222346.5	157.26007326007326	2479.0
232301.5	161.08674928503336	0.0
242145.0	157.97950219619327	0.0
251881.0	159.5171597633136	2479.0
261464.5	163.85129310344828	0.0
270978.0	187.42857142857142	0.0
280379.0	164.72260924635845	2479.0
289584.0	156.24193548387098	0.0
298647.5	162.26530612244898	0.0
307521.5	156.71043577981652	2479.0
316214.0	165.38685208596712	0.0
324845.0	157.0110864745011	0.0
333443.0	159.08194774346794	2479.0
342014.5	171.16893732970027	0.0
350518.5	160.41640378548897	0.0
358972.0	129.66666666666666	2479.0
367379.5	157.1711254612546	0.0
373262.0	169.3763157894737	0.0
377439.0	163.75607180570222	2479.0
384083.0	157.2699228791774	0.0
392367.5	157.27860696517413	0.0
400577.5	159.37299035369776	2479.0
408756.0	160.97024275646046	0.0
416913.0	173.89473684210526	0.0
425047.5	128.7856033143449	2479.0
433166.0	157.5185185185185	0.0
441240.0	238.25154130702836	0.0
449272.5	157.2551032733422	2479.0
457292.5	157.85803338025337	0.0
465308.0	163.5582191780822	0.0
473322.5	163.60068259385665	2479.0
481331.0	154.2167741935484	0.0
489307.0	161.64285714285714	0.0
497252.0	155.69470338983052	2479.0
505179.0	159.6913113869401	0.0
513089.5	162.69024390243902	0.0
520987.0	158.89263278126785	2479.0
528834.0	206.94989561586638	0.0
536627.0	157.17849462365592	0.0
544401.0	172.2858249419055	2479.0
552166.5	161.63513513513513	0.0
559244.0	158.1583236321304	0.0
563117.0	157.72448979591837	2479.0
567661.5	163.34570765661252	0.0
575393.0	236.44444444444446	0.0
583117.5	159.93798665183536	2479.0
590837.0	158.99340866290018	0.0
598549.5	146.6	0.0
606234.5	169.94523326572008	2479.0
613887.0	207.91756869275605	0.0
621529.0	166.65919282511211	0.0
629169.0	204.53333333333333	2479.0
636796.0	156.39895635673625	0.0
644410.5	158.7076967425771	0.0
652022.0	159.97066014669926	2479.0
659628.5	155.73448063921327	0.0
667200.0	209.24	0.0
674731.0	159.38540478905358	2479.0
682245.0	159.7101300479124	0.0
689747.5	180.82692307692307	0.0
697241.5	158.8608	2479.0
704724.5	155.87354352296094	0.0
712177.5	134.0	0.0
719596.5	159.68597168597168	2479.0
727003.0	158.4144144144144	0.0
734401.5	162.38736591179975	0.0
741793.5	152.38098901568577	2479.0
747704.5	156.11162400335712	0.0
751382.5	153.3440366972477	0.0
756514.5	163.0271844660194	2479.0
763853.0	270.25925925925924	0.0
771187.0	155.48591549295776	0.0
778509.0	158.27361963190185	2479.0
785813.0	159.21782178217822	0.0
793106.0	158.85981308411215	0.0
800390.5	159.7879596678529	2479.0
807659.0	182.09235000361872	0.0
814905.0	167.12871287128712	0.0
822133.5	151.7046422487223	2479.0
829342.0	191.4879943502825	0.0
836527.5	175.98076923076923	0.0
843683.5	158.52235772357724	2479.0
850815.5	456.77777777777777	0.0
857945.0	157.04016620498615	0.0
865066.0	166.45069033530572	2479.0
872168.0	163.20205479452054	0.0
879258.5	160.18042813455656	0.0
886340.5	160.4423828125	2479.0
893407.0	160.82761666421317	0.0
900464.5	171.07142857142858	0.0
907518.5	162.95039164490862	2479.0
914568.0	159.92881355932204	0.0
921612.0	159.35445544554455	0.0
928641.5	161.82047477744808	2479.0
934775.5	154.11672172408367	0.0
938284.0	159.7262984336356	0.0
942670.5	156.99809705042816	2479.0
949675.5	158.34105603448276	0.0
956675.0	156.59298737727912	0.0
963667.5	192.43478260869566	2479.0
970647.0	211.61309523809524	0.0
977605.5	157.39842851667305	0.0
984551.0	309.75	2479.0
991493.5	156.73015873015873	0.0
998423.5	180.4625	0.0
1005340.0	163.0952380952381	2479.0
1012252.5	180.3849557522124	0.0
1019158.5	1475.0459770114942	0.0
1026058.5	160.900074019245	2479.0
1032920.0	291.73706293706294	0.0
1039740.5	199.30612244897958	0.0
1046556.5	165.38144329896906	2479.0
1053366.5	179.77272727272728	0.0
1060168.5	161.92392223161454	0.0
1066965.0	158.62685093780848	2479.0
1073757.5	160.73978494623657	0.0
1080546.5	161.3448275862069	0.0
1087324.5	163.75990396158463	2479.0
1094080.0	159.25782583949913	0.0
1100820.0	184.13929889298893	0.0
1107557.5	164.54179566563468	2479.0
1114293.0	152.40308475115282	0.0
1121024.5	157.33452979181624	0.0
1124634.5	160.5914651493599	2479.0
1127996.0	153.15341995269415	0.0
1134473.0	162.93157894736842	0.0
1141195.0	161.31578947368422	2479.0
1147913.5	184.1	0.0
1154618.0	168.30680728667306	0.0
1161301.0	175.54666666666665	2479.0
1167972.5	195.32051282051282	0.0
1174635.0	159.84615384615384	0.0
1181290.0	152.72749814034216	2479.0
1187945.0	158.72676056338028	0.0
1194597.5	158.13599553197432	0.0
1201244.5	0.0	2479.0
1207883.0	152.53535353535352	0.0
1214513.5	160.0879368658399	0.0
1221140.5	192.91575091575092	2479.0
1227757.5	162.16887709991158	0.0
1234365.0	160.35811965811965	0.0
1240970.5	126.4059405940594	2479.0
1247570.5	209.83333333333334	0.0
1254162.5	155.7437623762376	0.0
1260746.5	199.48257372654155	2479.0
1267323.0	188.37827121332276	0.0
1273891.0	126.22534059945504	0.0
1280445.0	148.4869516935036	2479.0
1286962.5	154.90016900975647	0.0
1293446.5	141.35135135135135	0.0
1299924.5	158.5857142857143	2479.0
1306401.0	152.50283519297605	0.0
1310999.5	161.7902097902098	0.0
1314236.5	157.43548387096774	2479.0
1319346.5	163.67662565905096	0.0
1325814.0	182.0	0.0
1332281.0	156.8283775048481	2479.0
1338743.0	183.2574341546304	0.0
1345199.5	160.2248096399793	0.0
1351651.0	170.09719222462203	2479.0
1358098.0	158.25	0.0
1364542.0	176.59475566150178	0.0
1370980.5	170.28125	2479.0
1377416.0	161.24220183486239	0.0
1383849.5	157.52981969486825	0.0
1390277.0	159.1612515042118	2479.0
1396691.5	160.36068631107796	0.0
1403096.0	158.7862407862408	0.0
1409495.0	159.28571428571428	2479.0
1415884.0	155.42485481997676	0.0
1422266.5	155.91731298473854	0.0
1428647.5	217.3913043478261	2479.0
1435017.5	164.56657963446474	0.0
1441376.0	168.4012987012987	0.0
1447732.5	159.74804905239688	2479.0
1454085.5	161.79457364341084	0.0
1460426.5	157.44653465346533	0.0
1466754.5	182.5	2479.0
1473074.0	155.7728494623656	0.0
1479389.0	160.84736091298146	0.0
1485690.5	165.63532763532763	2479.0
1491978.5	179.0	0.0
1497481.5	156.94888597640892	0.0
1500624.5	155.443447037702	2479.0
1504551.5	162.57963163596966	0.0
1510836.0	182.55555555555554	0.0
1517118.5	156.8272151898734	2479.0
1523400.5	155.01913875598086	0.0
1529679.0	181.8918918918919	0.0
1535953.0	157.86517783291976	2479.0
1542223.5	0.0	0.0
1548490.0	145.26109447318268	0.0
1554753.5	155.04225352112675	2479.0
1561014.5	158.7188940092166	0.0
1567274.5	166.40136054421768	0.0
1573533.5	165.2010652463382	2479.0
1579786.5	158.33415384615384	0.0
1586031.5	162.17297297297299	0.0
1592273.0	158.6229782487451	2479.0
1598509.5	151.13636363636363	0.0
1604740.0	157.23715620134925	0.0
1610968.0	156.12479015109122	2479.0
1617179.0	155.24906367041197	0.0
1623374.0	158.6952498457742	0.0
1629567.0	147.80373831775702	2479.0
1635757.0	158.95627376425855	0.0
1641946.0	167.5921052631579	0.0
1648135.0	162.19114688128772	2479.0
1654321.5	183.65384615384616	0.0
1660503.0	157.18644395095106	0.0
1666680.5	191.94366197183098	2479.0
1672854.5	163.34470989761093	0.0
1679024.5	200.14285714285714	0.0
1684714.5	163.6153846153846	2479.0
1687798.5	131.0	0.0
1691358.5	161.4688128772636	0.0
1697522.0	146.07692307692307	2479.0
1703683.0	188.55102040816325	0.0
1709840.5	152.82010679432886	0.0
1715996.5	153.937378954164	2479.0
1722152.0	156.92434837889382	0.0
1728305.0	159.12566137566137	0.0
1734453.5	153.93617021276594	2479.0
1740597.0	164.518779342723	0.0
1746738.0	159.07368421052632	0.0
1752877.0	184.83333333333334	2479.0
1759013.5	156.8903663146917	0.0
1765149.5	168.57328072153325	0.0
1771283.0	162.60591133004925	2479.0
