#Position (bp)	mapping quality
7920.0	42.55457802676269
23233.0	43.17362029692805
37327.5	41.57592564042227
50665.5	3.804408690914624
63701.5	28.311534793079506
76465.5	0.24293088335551732
89016.5	42.8554270521768
101377.5	41.78141822867655
113514.5	3.46154319569356
125434.0	10.843997124370956
137300.5	42.843046523261634
148889.0	43.06332451822062
159968.0	42.58102539836136
170703.0	3.330224587459708
181289.5	3.068521483580333
187010.5	43.02201642495195
192238.5	43.04799197167364
202103.5	3.0462444717217387
212263.5	18.28137017518872
222346.5	43.08931371252621
232301.5	11.427756101610493
242145.0	35.72931640199616
251881.0	43.20180938173062
261464.5	3.621329899693198
270978.0	25.556258790436004
280379.0	24.917912433593415
289584.0	43.025598161111695
298647.5	21.897286773947116
307521.5	43.05155064664641
316214.0	42.41786377045181
324845.0	42.89032780563054
333443.0	16.447423581191934
342014.5	3.1733371001663686
350518.5	4.436619940024085
358972.0	13.984615384615385
367379.5	14.052627873186156
373262.0	42.75777553033424
377439.0	42.86249688850671
384083.0	5.440088560571386
392367.5	4.170956140038874
400577.5	42.299205853369486
408756.0	42.63260710514902
416913.0	22.79654674369748
425047.5	3.0744795570955885
433166.0	2.8724428399518653
441240.0	32.83568413260509
449272.5	4.197603732806109
457292.5	3.8735945082258256
465308.0	3.3461848988575156
473322.5	32.21372130434343
481331.0	42.152537757971125
489307.0	36.30645749726377
497252.0	3.1619136820382265
505179.0	42.67681920618696
513089.5	42.966442953020135
520987.0	43.03699740058625
528834.0	2.734402456634828
536627.0	3.6694973126467727
544401.0	3.546720072371475
552166.5	3.126868003970407
559244.0	20.437354824989022
563117.0	2.9840791153856605
567661.5	3.3718989053717086
575393.0	38.80627450980392
583117.5	42.98223430227048
590837.0	4.006501776258462
598549.5	35.472175379426645
606234.5	4.624659569200297
613887.0	2.4825702444924747
621529.0	41.104774107228906
629169.0	8.926535087719298
636796.0	3.047406736959734
644410.5	3.4849396381685565
652022.0	9.294448912749964
659628.5	3.899447865221388
667200.0	36.17155366856839
674731.0	3.1157131713627977
682245.0	36.555067219676914
689747.5	34.31498352393875
697241.5	42.404757289081886
704724.5	3.36900522471472
712177.5	23.57159155733029
719596.5	30.098998692775226
727003.0	4.140752284703629
734401.5	6.585520842125571
741793.5	5.753222418209572
747704.5	3.6263228719017233
751382.5	3.8886844692529228
756514.5	42.967170773152084
763853.0	22.245591328264034
771187.0	25.200626889461756
778509.0	15.596743869931329
785813.0	42.983821522642884
793106.0	20.063156271682985
800390.5	42.51047451390417
807659.0	36.48543855745379
814905.0	38.69844789356984
822133.5	11.520756733516238
829342.0	4.483953264193591
836527.5	41.30687054880603
843683.5	41.95967952910399
850815.5	8.74351314441789
857945.0	12.464203201113431
865066.0	3.6819280945528323
872168.0	34.116227114210986
879258.5	42.702872852233675
886340.5	2.9954145462256148
893407.0	6.760021264996271
900464.5	24.449
907518.5	42.814973455598455
914568.0	14.219838121783877
921612.0	42.406123465235474
928641.5	3.841973000172694
934775.5	3.107341526496385
938284.0	3.0691450203619097
942670.5	3.1269231770494366
949675.5	42.68234442645338
956675.0	9.236105665332325
963667.5	40.01360057265569
970647.0	25.345752385435716
977605.5	2.996120348034907
984551.0	34.252129471890974
991493.5	9.205181803179492
998423.5	22.96655672317251
1005340.0	20.176866173503697
1012252.5	16.110972277084056
1019158.5	3.9507364144235653
1026058.5	42.85558085797528
1032920.0	2.7788016227277623
1039740.5	33.84209421571861
1046556.5	42.859116650367305
1053366.5	26.239932562620425
1060168.5	3.334037016646797
1066965.0	42.986587219260365
1073757.5	43.067947094882726
1080546.5	40.57998099461514
1087324.5	4.308106340702734
1094080.0	42.40088279196696
1100820.0	5.682597138170918
1107557.5	4.7149968048969155
1114293.0	3.1939112991891005
1121024.5	3.950874292617791
1124634.5	2.991233128678139
1127996.0	2.986037883280117
1134473.0	26.065117590206185
1141195.0	41.10036496350365
1147913.5	2.4508670520231215
1154618.0	7.275688641287527
1161301.0	38.184166160900936
1167972.5	3.4979876989987178
1174635.0	32.08131088273692
1181290.0	4.072744703288276
1187945.0	3.7799663635586214
1194597.5	2.9899634957756933
1201244.5	35.675094136632595
1207883.0	14.996111700247438
1214513.5	5.269550431273956
1221140.5	40.54788708136968
1227757.5	42.335865369603724
1234365.0	42.75358355407977
1240970.5	7.148369868239575
1247570.5	39.70765195927183
1254162.5	3.179517102388094
1260746.5	3.250886277532928
1267323.0	33.366740770987406
1273891.0	2.7792570261928824
1280445.0	3.467142814688605
1286962.5	3.00397268262899
1293446.5	6.904621144940388
1299924.5	39.09696662727222
1306401.0	2.9925524733220614
1310999.5	7.853587722936541
1314236.5	2.956964125089074
1319346.5	41.54386743987601
1325814.0	16.38385802082027
1332281.0	2.9211334127208715
1338743.0	37.34096805019407
1345199.5	13.45407960831528
1351651.0	5.310974068257555
1358098.0	43.18407091607438
1364542.0	4.620828108003242
1370980.5	2.9248591108328115
1377416.0	42.430170973132796
1383849.5	15.600343961228315
1390277.0	3.688399679870194
1396691.5	3.6874933817560014
1403096.0	3.025356132099396
1409495.0	23.767830903131006
1415884.0	3.267322164443347
1422266.5	3.590190500772219
1428647.5	22.734922728986053
1435017.5	5.266323561241913
1441376.0	8.197320192477754
1447732.5	3.172845580874493
1454085.5	43.11755414352457
1460426.5	3.678594518369342
1466754.5	39.31016324381253
1473074.0	3.7260990386109047
1479389.0	42.6287429891125
1485690.5	42.598076220625835
1491978.5	3.335169158143194
1497481.5	2.976016366695128
1500624.5	2.997443972796568
1504551.5	31.644009074239737
1510836.0	6.001371919234308
1517118.5	41.794318426485304
1523400.5	43.20711964657344
1529679.0	16.667662881052003
1535953.0	3.4451656749211303
1542223.5	2.1843698403962577
1548490.0	3.076237567781014
1554753.5	3.2811748365459534
1561014.5	41.50591106399152
1567274.5	4.474685293600341
1573533.5	18.92667064734138
1579786.5	3.044175255589062
1586031.5	3.421742363654221
1592273.0	3.0401940638712226
1598509.5	10.987082148414444
1604740.0	41.75026953694793
1610968.0	3.381686926285514
1617179.0	3.0834436816541393
1623374.0	3.482752334703026
1629567.0	3.5571686183204365
1635757.0	40.78687542458558
1641946.0	39.73600918576207
1648135.0	5.50048635235732
1654321.5	34.94456454601606
1660503.0	5.282472051079578
1666680.5	37.45772511848341
1672854.5	6.952933478735005
1679024.5	34.010826955385475
1684714.5	26.125669461725725
1687798.5	2.5076923076923077
1691358.5	17.692750573023446
1697522.0	37.62459807073955
1703683.0	42.296134294833905
1709840.5	3.0804605127735973
1715996.5	2.9573908121875294
